# Time-averaged data for fix f1
# TimeStep Number-of-rows
# Row c_pp[1] c_pp[2] c_pp[3] c_pp[4] c_pp[5] c_pp[6] c_pp[7] c_pp[8]
0 395
70 4.17687 0 0 0 0 -0.196058 -0.12176 0.0998396
71 4.23697 0 0 0 0 -0.0903896 -0.0292255 0.188571
72 4.29706 0 0 0 0 -0.0688738 0.344928 0.207547
73 4.35716 0 0 0 0 -0.0769085 0.125083 0.217849
74 4.41726 0 0 0 0 0.15388 0.135087 0.22555
75 4.47736 0 0 0 0 0.369734 0.0960603 0.290587
76 4.53746 0 0 0 0 0.377907 -0.118698 0.320779
77 4.59756 0 0 0 0 0.343308 0.0678081 0.419455
78 4.65766 0 0 0 0 0.57094 0.735598 0.435221
79 4.71776 0 0 0 0 0.630033 0.61971 0.507282
80 4.77786 0 0 0 0 0.601958 0.481727 0.58177
81 4.83795 0 0 0 0 0.272053 0.389914 0.680778
82 4.89805 0 0 0 0 0.347447 0.345371 0.737229
83 4.95815 0 0 0 0 0.609242 0.690446 0.722851
84 5.01825 0 0 0 0 0.679167 0.640292 0.750204
85 5.07835 0 0 0 0 1.08484 0.789322 0.757013
86 5.13845 0 0 0 0 0.578508 0.375454 0.765802
87 5.19855 0 0 0 0 0.388543 0.431679 0.746237
88 5.25865 0 0 0 0 0.50821 0.469713 0.854898
89 5.31874 0 0 0 0 0.559708 0.81245 0.93809
90 5.37884 0 0 0 0 0.958802 0.89719 1.0199
91 5.43894 0 0 0 0 0.752566 1.15083 1.03208
92 5.49904 0 0 0 0 0.943722 1.08656 1.14635
93 5.55914 0 0 0 0 1.22126 1.43525 1.27452
94 5.61924 0 0 0 0 1.26121 1.64177 1.39786
95 5.67934 0 0 0 0 1.4904 1.63524 1.48174
96 5.73944 0 0 0 0 1.71444 1.34127 1.57607
97 5.79953 0 0 0 0 1.28893 1.58398 1.67667
98 5.85963 0 0 0 0 1.84187 1.92807 1.78969
99 5.91973 0 0 0 0 1.50672 1.9401 1.89693
100 5.97983 0 0 0 0 1.44082 2.04486 1.96
101 6.03993 0 0 0 0 1.51805 1.73323 1.90332
102 6.10003 0 0 0 0 1.89573 1.97048 1.93154
103 6.16013 0 0 0 0 1.91831 2.22832 1.98384
104 6.22023 0 0 0 0 1.99799 2.30415 2.05646
105 6.28033 0 0 0 0 2.03285 2.58029 2.13955
106 6.34042 0 0 0 0 2.09641 2.04693 2.20594
107 6.40052 0 0 0 0 1.96441 1.95877 2.27125
108 6.46062 0 0 0 0 1.77215 2.06399 2.34845
109 6.52072 0 0 0 0 1.77406 1.92018 2.35747
110 6.58082 0 0 0 0 1.74375 2.16079 2.24545
111 6.64092 0 0 0 0 2.05422 1.99411 2.2789
112 6.70102 0 0 0 0 2.16149 1.96028 2.40371
113 6.76112 0 0 0 0 1.75359 2.47083 2.44136
114 6.82121 0 0 0 0 1.96343 2.95559 2.48413
115 6.88131 0 0 0 0 2.42812 2.49 2.52491
116 6.94141 0 0 0 0 2.25751 2.61309 2.57099
117 7.00151 0 0 0 0 2.34623 2.57751 2.61857
118 7.06161 0 0 0 0 2.22762 3.0316 2.66934
119 7.12171 0 0 0 0 2.65416 3.27596 2.72455
120 7.18181 0 0 0 0 2.86875 3.36989 2.71784
121 7.24191 0 0 0 0 2.17426 2.59135 2.69406
122 7.302 0 0 0 0 2.56099 2.37477 2.76949
123 7.3621 0 0 0 0 3.02697 3.34636 2.89673
124 7.4222 0 0 0 0 2.60891 3.1781 3.01424
125 7.4823 0 0 0 0 2.94722 2.99143 3.07892
126 7.5424 0 0 0 0 2.9777 3.30611 3.20805
127 7.6025 0 0 0 0 2.77801 2.88213 3.40952
128 7.6626 0 0 0 0 3.22991 2.96854 3.4903
129 7.7227 0 0 0 0 3.25035 3.33528 3.57561
130 7.7828 0 0 0 0 3.39159 3.22557 3.58864
131 7.84289 0 0 0 0 3.49865 3.59085 3.60519
132 7.90299 0 0 0 0 3.38995 3.83309 3.72623
133 7.96309 0 0 0 0 3.66376 3.63493 3.75754
134 8.02319 0 0 0 0 4.02119 3.62593 3.80585
135 8.08329 0 0 0 0 3.20261 3.46395 3.89564
136 8.14339 0 0 0 0 3.47099 3.41995 3.98146
137 8.20349 0 0 0 0 4.45866 3.49643 4.06899
138 8.26359 0 0 0 0 3.60984 3.3182 4.04478
139 8.32368 0 0 0 0 4.23525 4.44327 4.0281
140 8.38378 0 0 0 0 4.00277 4.51005 4.07264
141 8.44388 0 0 0 0 3.89547 4.31214 4.00313
142 8.50398 0 0 0 0 3.58163 3.97569 4.00791
143 8.56408 0 0 0 0 4.36891 3.985 4.00936
144 8.62418 0 0 0 0 4.13725 4.09844 4.02214
145 8.68428 0 0 0 0 4.55997 4.00116 4.09216
146 8.74438 0 0 0 0 5.08076 4.43916 4.06559
147 8.80447 0 0 0 0 4.75069 4.30131 4.12658
148 8.86457 0 0 0 0 4.03503 4.24636 4.19025
149 8.92467 0 0 0 0 4.02266 3.71751 4.19864
150 8.98477 0 0 0 0 4.96812 4.24053 4.21323
151 9.04487 0 0 0 0 4.40627 3.99733 4.21339
152 9.10497 0 0 0 0 4.36162 4.46007 4.25905
153 9.16507 0 0 0 0 4.31624 4.1853 4.21713
154 9.22517 0 0 0 0 5.41866 4.31971 4.2182
155 9.28527 0 0 0 0 5.20196 4.35581 4.38592
156 9.34536 0 0 0 0 5.27959 4.88192 4.54765
157 9.40546 0 0 0 0 5.24289 4.74707 4.57855
158 9.46556 0 0 0 0 4.66491 4.54646 4.5761
159 9.52566 0 0 0 0 4.92999 5.56506 4.6418
160 9.58576 0 0 0 0 4.82416 5.10035 4.79177
161 9.64586 0 0 0 0 5.00045 5.0371 4.83072
162 9.70596 0 0 0 0 5.25168 4.93534 4.82102
163 9.76606 0 0 0 0 5.18175 5.36676 4.8639
164 9.82615 0 0 0 0 4.51177 4.58837 4.98612
165 9.88625 0 0 0 0 5.02475 4.64225 5.00317
166 9.94635 0 0 0 0 4.48384 4.34252 5.0218
167 10.0065 0 0 0 0 5.39071 5.25567 5.01409
168 10.0665 0 0 0 0 5.59866 5.23328 5.03968
169 10.1266 0 0 0 0 5.05413 5.88972 5.09677
170 10.1867 0 0 0 0 5.22473 5.95299 5.11053
171 10.2468 0 0 0 0 5.98293 5.59554 5.19106
172 10.3069 0 0 0 0 6.0474 6.43041 5.30035
173 10.367 0 0 0 0 4.98881 5.3448 5.32598
174 10.4271 0 0 0 0 6.24782 5.38497 5.49237
175 10.4872 0 0 0 0 5.98083 5.43944 5.65714
176 10.5473 0 0 0 0 6.54262 6.0067 5.69885
177 10.6074 0 0 0 0 6.20425 6.20507 5.69384
178 10.6675 0 0 0 0 6.34286 5.73843 5.74667
179 10.7276 0 0 0 0 6.52476 5.47158 5.67455
180 10.7877 0 0 0 0 5.34694 5.03675 5.6807
181 10.8478 0 0 0 0 5.79064 5.42164 5.72937
182 10.9079 0 0 0 0 5.47053 5.53646 5.7731
183 10.968 0 0 0 0 5.57516 5.27793 5.70263
184 11.0281 0 0 0 0 5.6145 4.95829 5.8055
185 11.0882 0 0 0 0 6.12061 5.19721 5.79059
186 11.1483 0 0 0 0 5.69488 5.6874 5.6613
187 11.2084 0 0 0 0 6.75962 5.63036 5.56888
188 11.2685 0 0 0 0 6.81254 6.36407 5.64129
189 11.3286 0 0 0 0 5.52079 5.78919 5.68995
190 11.3887 0 0 0 0 6.29689 5.28541 5.75132
191 11.4488 0 0 0 0 5.65041 5.00596 5.7557
192 11.5089 0 0 0 0 5.30269 5.34502 5.60435
193 11.569 0 0 0 0 5.7176 5.5373 5.56641
194 11.6291 0 0 0 0 5.46761 5.6743 5.60211
195 11.6892 0 0 0 0 5.69282 5.42503 5.74539
196 11.7493 0 0 0 0 5.24301 5.56364 5.72873
197 11.8094 0 0 0 0 5.60739 5.35989 5.70113
198 11.8695 0 0 0 0 6.05268 4.62155 5.62664
199 11.9296 0 0 0 0 5.71247 5.73541 5.558
200 11.9897 0 0 0 0 5.29933 5.37871 5.45029
201 12.0498 0 0 0 0 5.25813 5.07178 5.4461
202 12.1099 0 0 0 0 5.66591 5.16575 5.52447
203 12.17 0 0 0 0 5.99231 6.16134 5.54388
204 12.2301 0 0 0 0 6.04212 5.72485 5.53751
205 12.2902 0 0 0 0 5.68666 5.43156 5.57105
206 12.3503 0 0 0 0 5.57234 5.48102 5.63665
207 12.4104 0 0 0 0 5.87832 5.7625 5.7301
208 12.4705 0 0 0 0 5.20109 5.76168 5.67488
209 12.5306 0 0 0 0 5.40217 5.33678 5.66969
210 12.5907 0 0 0 0 6.01944 5.05675 5.57925
211 12.6508 0 0 0 0 5.51409 4.83215 5.5375
212 12.7109 0 0 0 0 5.20429 5.25174 5.51225
213 12.771 0 0 0 0 6.1731 5.41356 5.54984
214 12.8311 0 0 0 0 6.07114 5.573 5.63822
215 12.8912 0 0 0 0 5.69077 5.97781 5.66461
216 12.9513 0 0 0 0 5.92795 6.72455 5.6542
217 13.0114 0 0 0 0 6.13319 6.03191 5.67936
218 13.0715 0 0 0 0 5.16398 5.23257 5.63865
219 13.1316 0 0 0 0 5.566 4.80855 5.55183
220 13.1917 0 0 0 0 5.6901 5.62673 5.54156
221 13.2518 0 0 0 0 6.31824 5.13982 5.5076
222 13.3119 0 0 0 0 5.98663 5.50202 5.38864
223 13.372 0 0 0 0 4.92855 5.56857 5.28421
224 13.4321 0 0 0 0 5.1721 4.99509 5.26301
225 13.4922 0 0 0 0 5.2175 5.23341 5.32366
226 13.5523 0 0 0 0 5.20354 4.41433 5.22427
227 13.6124 0 0 0 0 5.13127 4.94635 5.15945
228 13.6725 0 0 0 0 5.5632 4.98583 5.08186
229 13.7326 0 0 0 0 4.90783 4.76248 5.02957
230 13.7927 0 0 0 0 4.83282 4.32271 4.98747
231 13.8528 0 0 0 0 4.8663 4.58426 5.01454
232 13.9129 0 0 0 0 5.06909 5.97039 5.10942
233 13.973 0 0 0 0 5.11652 5.28035 5.03661
234 14.0331 0 0 0 0 4.89555 5.40119 4.93591
235 14.0932 0 0 0 0 4.43836 4.50536 4.96636
236 14.1533 0 0 0 0 4.42101 4.08066 4.94294
237 14.2134 0 0 0 0 3.86502 4.88931 4.9432
238 14.2735 0 0 0 0 4.53752 4.61256 4.90674
239 14.3336 0 0 0 0 4.74775 4.98282 4.987
240 14.3937 0 0 0 0 4.55155 4.59741 4.96978
241 14.4538 0 0 0 0 4.04835 3.6601 4.91201
242 14.5139 0 0 0 0 4.49233 3.65591 4.89202
243 14.574 0 0 0 0 4.22212 4.00035 4.82146
244 14.6341 0 0 0 0 4.358 4.1189 4.74797
245 14.6942 0 0 0 0 3.71476 3.99684 4.75302
246 14.7543 0 0 0 0 4.91004 4.01204 4.80045
247 14.8144 0 0 0 0 4.98162 3.49594 4.72097
248 14.8745 0 0 0 0 4.42261 3.31588 4.58295
249 14.9346 0 0 0 0 4.01828 3.4269 4.48854
250 14.9947 0 0 0 0 4.14959 3.91461 4.43543
251 15.0548 0 0 0 0 4.94153 4.15902 4.39277
252 15.1148 0 0 0 0 4.57776 4.775 4.40048
253 15.1749 0 0 0 0 4.72096 4.3808 4.32941
254 15.235 0 0 0 0 4.27607 4.02212 4.21291
255 15.2951 0 0 0 0 4.46156 4.32554 4.18993
256 15.3552 0 0 0 0 4.32078 3.97919 4.20438
257 15.4153 0 0 0 0 4.37123 3.87508 4.14324
258 15.4754 0 0 0 0 3.75448 4.06901 4.00744
259 15.5355 0 0 0 0 3.64753 4.19263 4.01909
260 15.5956 0 0 0 0 3.60973 3.53832 3.91551
261 15.6557 0 0 0 0 3.5234 3.44078 3.81718
262 15.7158 0 0 0 0 3.46414 3.64045 3.79053
263 15.7759 0 0 0 0 3.67673 3.79402 3.74621
264 15.836 0 0 0 0 3.79723 4.35989 3.7992
265 15.8961 0 0 0 0 3.87325 4.45277 3.79478
266 15.9562 0 0 0 0 3.84881 4.36665 3.69007
267 16.0163 0 0 0 0 3.28498 4.03345 3.51232
268 16.0764 0 0 0 0 3.31613 3.55399 3.35267
269 16.1365 0 0 0 0 3.26 3.83714 3.28262
270 16.1966 0 0 0 0 2.84057 3.0561 3.09268
271 16.2567 0 0 0 0 2.77194 2.82276 2.94326
272 16.3168 0 0 0 0 2.85712 2.57981 2.84408
273 16.3769 0 0 0 0 3.25429 2.73849 2.78116
274 16.437 0 0 0 0 2.95237 2.5123 2.68235
275 16.4971 0 0 0 0 2.57668 2.469 2.55645
276 16.5572 0 0 0 0 2.27866 2.23205 2.49322
277 16.6173 0 0 0 0 3.74783 3.23346 2.39271
278 16.6774 0 0 0 0 2.59171 2.59551 2.30575
279 16.7375 0 0 0 0 2.44217 2.3133 2.2789
280 16.7976 0 0 0 0 2.72673 3.12729 2.18595
281 16.8577 0 0 0 0 2.38755 2.46473 2.14821
282 16.9178 0 0 0 0 2.34917 2.49828 2.15999
283 16.9779 0 0 0 0 3.00369 2.93322 2.18812
284 17.038 0 0 0 0 2.34278 2.93173 2.21167
285 17.0981 0 0 0 0 1.90286 2.40366 2.16859
286 17.1582 0 0 0 0 2.29476 2.38737 2.15249
287 17.2183 0 0 0 0 2.44398 2.32456 2.08928
288 17.2784 0 0 0 0 2.13453 2.1376 2.04141
289 17.3385 0 0 0 0 1.85478 1.88607 2.10698
290 17.3986 0 0 0 0 1.81723 1.80609 2.10335
291 17.4587 0 0 0 0 2.16244 1.58511 1.99401
292 17.5188 0 0 0 0 1.93756 1.75972 1.88051
293 17.5789 0 0 0 0 1.80679 1.48864 1.77487
294 17.639 0 0 0 0 1.35048 1.39419 1.72086
295 17.6991 0 0 0 0 1.37675 1.24852 1.61234
296 17.7592 0 0 0 0 1.38345 1.78558 1.54576
297 17.8193 0 0 0 0 1.10286 1.45911 1.48318
298 17.8794 0 0 0 0 1.37512 1.68555 1.4997
299 17.9395 0 0 0 0 1.72448 2.11092 1.47489
300 17.9996 0 0 0 0 2.00535 1.86001 1.37253
301 18.0597 0 0 0 0 1.40524 1.23743 1.3089
302 18.1198 0 0 0 0 0.950793 1.00177 1.28467
303 18.1799 0 0 0 0 0.99735 1.18589 1.16696
304 18.24 0 0 0 0 1.59406 1.30928 1.08293
305 18.3001 0 0 0 0 1.3636 0.936912 0.982291
306 18.3602 0 0 0 0 0.925348 1.04324 0.910994
307 18.4203 0 0 0 0 1.03245 1.01077 0.854283
308 18.4804 0 0 0 0 0.965521 0.766007 0.831024
309 18.5405 0 0 0 0 1.31242 1.24134 0.807312
310 18.6006 0 0 0 0 0.929914 0.818119 0.702912
311 18.6607 0 0 0 0 0.633177 0.711422 0.614937
312 18.7208 0 0 0 0 0.52092 0.716033 0.655013
313 18.7809 0 0 0 0 0.516561 0.684023 0.669681
314 18.841 0 0 0 0 0.542215 0.490846 0.624878
315 18.9011 0 0 0 0 0.0548128 0.332757 0.499632
316 18.9612 0 0 0 0 0.546646 0.578763 0.497312
317 19.0213 0 0 0 0 0.322725 0.749911 0.541662
318 19.0814 0 0 0 0 0.274565 0.340956 0.456749
319 19.1415 0 0 0 0 0.398804 0.578562 0.427559
320 19.2016 0 0 0 0 0.164629 0.570921 0.448099
321 19.2617 0 0 0 0 0.168378 0.831785 0.414357
322 19.3218 0 0 0 0 0.276912 0.70742 0.40706
323 19.3819 0 0 0 0 0.0849505 0.485706 0.44074
324 19.442 0 0 0 0 0.264425 0.340257 0.418111
325 19.5021 0 0 0 0 0.270503 0.212859 0.38017
326 19.5622 0 0 0 0 0.258738 0.210678 0.310711
327 19.6223 0 0 0 0 0.175884 0.132649 0.346569
328 19.6824 0 0 0 0 -0.0618542 0.0237698 0.302989
329 19.7425 0 0 0 0 0.218408 0.0937258 0.284329
330 19.8026 0 0 0 0 0.190571 0.0643963 0.198965
331 19.8627 0 0 0 0 0.133307 -0.0108321 0.160411
332 19.9228 0 0 0 0 0.280746 0.0754711 0.0708478
333 19.9829 0 0 0 0 -0.0297433 -0.0188635 -0.0425825
334 20.043 0 0 0 0 -0.16608 -0.0974482 -0.0751098
335 20.1031 0 0 0 0 -0.286926 -0.226183 -0.147673
336 20.1631 0 0 0 0 -0.160447 -0.159 -0.188174
337 20.2232 0 0 0 0 -0.257978 -0.0880249 -0.235092
338 20.2833 0 0 0 0 -0.229453 0.0298268 -0.23384
339 20.3434 0 0 0 0 -0.0162158 -0.189193 -0.212071
340 20.4035 0 0 0 0 -0.199143 -0.263484 -0.227725
341 20.4636 0 0 0 0 -0.300974 -0.160439 -0.236664
342 20.5237 0 0 0 0 -0.30712 -0.0364094 -0.252842
343 20.5838 0 0 0 0 -0.326326 -0.0926462 -0.237571
344 20.6439 0 0 0 0 -0.296161 -0.0372622 -0.207445
345 20.704 0 0 0 0 -0.135526 -0.0612962 -0.173879
346 20.7641 0 0 0 0 -0.158524 -0.135219 -0.149513
347 20.8242 0 0 0 0 -0.0637387 -0.228089 -0.150082
348 20.8843 0 0 0 0 -0.0318043 -0.0907306 -0.13781
349 20.9444 0 0 0 0 0.0667515 -0.0500464 -0.105101
350 21.0045 0 0 0 0 -0.0429504 -0.132165 -0.0661728
351 21.0646 0 0 0 0 -0.0270265 -0.0975876 -0.0477314
352 21.1247 0 0 0 0 -0.0972564 -0.151033 -0.0503254
353 21.1848 0 0 0 0 -0.131182 -0.132248 -0.0410182
354 21.2449 0 0 0 0 -0.0712364 -0.0595429 -0.043241
355 21.305 0 0 0 0 -0.013127 0.040571 -0.0380491
356 21.3651 0 0 0 0 -0.0755252 -0.0560772 -0.0374488
357 21.4252 0 0 0 0 -0.0157141 -0.0801526 -0.0381935
358 21.4853 0 0 0 0 -0.0279677 -0.0615816 -0.0362349
359 21.5454 0 0 0 0 -0.0704292 -0.0474464 -0.0363037
360 21.6055 0 0 0 0 -0.0517488 -0.00859678 -0.0316702
361 21.6656 0 0 0 0 -0.0502293 -0.0166401 -0.0290883
362 21.7257 0 0 0 0 0.0281767 -0.0419986 -0.018205
363 21.7858 0 0 0 0 0.0600014 -0.0310367 -0.0233027
364 21.8459 0 0 0 0 0.0161067 -0.0405296 -0.0339498
365 21.906 0 0 0 0 0.00734636 -0.0423051 -0.0254917
366 21.9661 0 0 0 0 0.00951543 -0.0273309 -0.0233641
367 22.0262 0 0 0 0 -0.00509061 -0.0359143 -0.0183792
368 22.0863 0 0 0 0 -0.0116444 -0.013563 -0.0166353
369 22.1464 0 0 0 0 -0.0232363 -0.0269178 -0.018726
370 22.2065 0 0 0 0 -0.00419194 -0.0191764 -0.0139057
371 22.2666 0 0 0 0 -0.0232576 -0.0112042 -0.0337457
372 22.3267 0 0 0 0 -0.00967382 0.0309575 -0.0357566
373 22.3868 0 0 0 0 0.0184652 0.0860955 -0.040352
374 22.4469 0 0 0 0 0.000689643 -0.0241239 -0.0420817
375 22.507 0 0 0 0 -0.0200825 -0.0395267 -0.0431587
376 22.5671 0 0 0 0 -0.0469971 -0.0283993 -0.0383797
377 22.6272 0 0 0 0 -0.0364451 -0.0297645 -0.0337757
378 22.6873 0 0 0 0 -0.0250276 -0.0346441 -0.0335784
379 22.7474 0 0 0 0 -0.017115 -0.0327674 -0.0301993
380 22.8075 0 0 0 0 -0.0125096 -0.032477 -0.0265361
381 22.8676 0 0 0 0 -0.0223759 -0.0302753 -0.0242346
382 22.9277 0 0 0 0 -0.0229445 -0.0261374 -0.0209481
383 22.9878 0 0 0 0 -0.018926 -0.0213892 -0.0190727
384 23.0479 0 0 0 0 -0.0166655 -0.0178676 -0.0156084
385 23.108 0 0 0 0 -0.0141665 -0.0201858 -0.0158085
386 23.1681 0 0 0 0 -0.017335 -0.022964 -0.0194252
387 23.2282 0 0 0 0 -0.0290115 -0.031193 -0.0178968
388 23.2883 0 0 0 0 -0.0213809 -0.0261889 -0.0159548
389 23.3484 0 0 0 0 -0.0200766 -0.0212177 -0.0152653
390 23.4085 0 0 0 0 0.00124858 0.0895091 -0.0162177
391 23.4686 0 0 0 0 -0.0158183 -0.0102426 -0.0194009
392 23.5287 0 0 0 0 -0.0205347 -0.0175355 -0.0209133
393 23.5888 0 0 0 0 -0.0105472 -0.0074729 -0.0189879
394 23.6489 0 0 0 0 -0.00715384 -0.0122099 -0.0201059
395 23.709 0 0 0 0 0.0151207 -0.00448506 -0.0216311
78000 395
1 0.0300494 0 0 0 0 -0.00950868 -0.0185525 -0.018048
2 0.0901482 0 0 0 0 -0.00561175 -0.0241868 -0.018081
3 0.150247 0 0 0 0 -0.0101397 -0.0173267 -0.0163298
4 0.210346 0 0 0 0 0.0246553 -0.014941 -0.0142409
5 0.270445 0 0 0 0 -0.00648838 -0.0118059 -0.0123427
6 0.330543 0 0 0 0 -0.00758127 -0.0209859 -0.0140066
7 0.390642 0 0 0 0 -0.0128578 -0.0206623 -0.0161405
8 0.450741 0 0 0 0 -0.0133243 -0.0216311 -0.0177898
9 0.51084 0 0 0 0 -0.0163933 -0.0262686 -0.0197936
10 0.570939 0 0 0 0 -0.017925 -0.0212857 -0.0199476
11 0.631037 0 0 0 0 -0.0185477 -0.0171944 -0.0206744
12 0.691136 0 0 0 0 -0.0199888 -0.0158011 -0.0198522
13 0.751235 0 0 0 0 -0.0203372 -0.01261 -0.0179277
14 0.811334 0 0 0 0 -0.0062192 -0.0239918 -0.0212412
15 0.871433 0 0 0 0 0.00844795 -0.0235268 -0.0197012
16 0.931531 0 0 0 0 0.0142632 -0.0235455 -0.0207259
17 0.99163 0 0 0 0 0.0057012 -0.025609 -0.0180949
18 1.05173 0 0 0 0 0.00144672 -0.0281582 -0.02289
19 1.11183 0 0 0 0 -0.0143419 -0.0158101 -0.0314039
20 1.17193 0 0 0 0 -0.0189232 -0.0137002 -0.0373303
21 1.23203 0 0 0 0 -0.0305815 -0.0118197 -0.0404805
22 1.29212 0 0 0 0 -0.0371708 -0.0200421 -0.0436414
23 1.35222 0 0 0 0 -0.0388492 -0.0300011 -0.0487199
24 1.41232 0 0 0 0 -0.025488 -0.0173636 -0.0542159
25 1.47242 0 0 0 0 -0.0229199 -0.0186808 -0.0556085
26 1.53252 0 0 0 0 -0.0259894 -0.0200326 -0.0573975
27 1.59262 0 0 0 0 -0.0248472 -0.0298084 -0.0602888
28 1.65272 0 0 0 0 -0.0256156 -0.0278321 -0.0644248
29 1.71282 0 0 0 0 -0.0466483 -0.0403881 -0.0685235
30 1.77291 0 0 0 0 -0.0369304 -0.0194393 -0.0663883
31 1.83301 0 0 0 0 -0.0601515 -0.0189215 -0.0718654
32 1.89311 0 0 0 0 -0.0719235 -0.0464161 -0.0772712
33 1.95321 0 0 0 0 -0.044218 -0.0425706 -0.0840361
34 2.01331 0 0 0 0 -0.067511 -0.0773925 -0.0871006
35 2.07341 0 0 0 0 -0.101503 -0.0907023 -0.0835979
36 2.13351 0 0 0 0 -0.111474 -0.109982 -0.0848987
37 2.19361 0 0 0 0 -0.0959546 -0.0590696 -0.0859231
38 2.25371 0 0 0 0 -0.0871395 -0.147107 -0.095686
39 2.3138 0 0 0 0 -0.0256643 -0.0397642 -0.0980276
40 2.3739 0 0 0 0 -0.0381027 -0.0133632 -0.0965769
41 2.434 0 0 0 0 -0.0566122 -0.122902 -0.0927149
42 2.4941 0 0 0 0 -0.0235174 -0.0919114 -0.0657022
43 2.5542 0 0 0 0 -0.0210985 -0.104213 -0.0595658
44 2.6143 0 0 0 0 -0.00996705 -0.0188146 -0.0572674
45 2.6744 0 0 0 0 -0.0720919 -0.0734743 -0.0317446
46 2.7345 0 0 0 0 -0.00417794 -0.0196303 -0.0329354
47 2.79459 0 0 0 0 0.166349 0.221016 -0.0271348
48 2.85469 0 0 0 0 -0.026558 0.0932723 -0.00960557
49 2.91479 0 0 0 0 -0.130081 -0.0676584 -0.00615562
50 2.97489 0 0 0 0 -0.165683 0.0735565 0.0112838
51 3.03499 0 0 0 0 -0.0362882 0.00970163 -0.0250562
52 3.09509 0 0 0 0 0.125698 0.141103 -0.0127301
53 3.15519 0 0 0 0 0.213515 -0.0964463 0.00368467
54 3.21529 0 0 0 0 -0.0975518 -0.0107477 -0.00657218
55 3.27538 0 0 0 0 -0.269617 -0.114772 -0.0103057
56 3.33548 0 0 0 0 -0.189936 -0.224326 -0.0174218
57 3.39558 0 0 0 0 -0.190963 -0.201775 -0.0164883
58 3.45568 0 0 0 0 -0.242102 -0.232419 -0.00751255
59 3.51578 0 0 0 0 -0.035644 -0.0684766 0.0186349
60 3.57588 0 0 0 0 -0.00574592 -0.0260882 0.047122
61 3.63598 0 0 0 0 0.133701 -0.131155 0.0569286
62 3.69608 0 0 0 0 0.41608 0.0344825 0.0814224
63 3.75618 0 0 0 0 0.362979 -0.106409 0.0858941
64 3.81627 0 0 0 0 0.215133 -0.116436 0.0946977
65 3.87637 0 0 0 0 0.214468 0.238193 0.137259
66 3.93647 0 0 0 0 -0.0937583 -0.12379 0.141859
67 3.99657 0 0 0 0 -0.155131 -0.164265 0.081981
68 4.05667 0 0 0 0 -0.153423 -0.0803575 0.0703363
69 4.11677 0 0 0 0 -0.209422 0.0520089 0.0657043
70 4.17687 0 0 0 0 -0.194981 -0.136068 0.0983736
71 4.23697 0 0 0 0 -0.0625578 -0.0245473 0.196235
72 4.29706 0 0 0 0 -0.0232214 0.337798 0.219097
73 4.35716 0 0 0 0 -0.0643755 0.123161 0.233053
74 4.41726 0 0 0 0 0.146201 0.115118 0.238361
75 4.47736 0 0 0 0 0.329136 0.0649077 0.313298
76 4.53746 0 0 0 0 0.339067 -0.101879 0.3409
77 4.59756 0 0 0 0 0.307391 0.0942898 0.440824
78 4.65766 0 0 0 0 0.539388 0.718251 0.466617
79 4.71776 0 0 0 0 0.814372 0.622309 0.547156
80 4.77786 0 0 0 0 0.587947 0.492652 0.627102
81 4.83795 0 0 0 0 0.270752 0.405944 0.723151
82 4.89805 0 0 0 0 0.33258 0.346306 0.7825
83 4.95815 0 0 0 0 0.579499 0.667942 0.769058
84 5.01825 0 0 0 0 0.649672 0.655281 0.798479
85 5.07835 0 0 0 0 1.03448 0.802705 0.801876
86 5.13845 0 0 0 0 0.553982 0.372855 0.818833
87 5.19855 0 0 0 0 0.411388 0.431224 0.792828
88 5.25865 0 0 0 0 0.490349 0.453423 0.869251
89 5.31874 0 0 0 0 0.594488 0.811604 0.941723
90 5.37884 0 0 0 0 0.967525 1.00987 1.02859
91 5.43894 0 0 0 0 0.777955 1.26448 1.04837
92 5.49904 0 0 0 0 0.981479 1.09192 1.15625
93 5.55914 0 0 0 0 1.22779 1.42967 1.28278
94 5.61924 0 0 0 0 1.24222 1.64867 1.39321
95 5.67934 0 0 0 0 1.51121 1.60927 1.46526
96 5.73944 0 0 0 0 1.69683 1.28401 1.562
97 5.79953 0 0 0 0 1.27325 1.5071 1.65848
98 5.85963 0 0 0 0 1.84127 1.85255 1.7698
99 5.91973 0 0 0 0 1.53659 1.8668 1.87902
100 5.97983 0 0 0 0 1.40168 1.94343 1.93967
101 6.03993 0 0 0 0 1.47324 1.67042 1.88068
102 6.10003 0 0 0 0 1.83865 1.93406 1.90293
103 6.16013 0 0 0 0 1.84422 2.20599 1.95114
104 6.22023 0 0 0 0 1.97661 2.24123 2.02649
105 6.28033 0 0 0 0 2.0414 2.51083 2.11598
106 6.34042 0 0 0 0 2.10427 2.00346 2.18668
107 6.40052 0 0 0 0 1.98024 1.95218 2.25445
108 6.46062 0 0 0 0 1.81202 2.11668 2.33344
109 6.52072 0 0 0 0 1.77331 1.89521 2.33663
110 6.58082 0 0 0 0 1.7733 2.16245 2.22122
111 6.64092 0 0 0 0 2.26354 2.10738 2.24612
112 6.70102 0 0 0 0 2.11426 1.94497 2.36937
113 6.76112 0 0 0 0 1.71201 2.41094 2.40776
114 6.82121 0 0 0 0 1.91592 2.90247 2.45171
115 6.88131 0 0 0 0 2.3621 2.44209 2.49399
116 6.94141 0 0 0 0 2.21645 2.55635 2.54258
